ship_id,is_old,tier,type_id,nation_id,rarity_id,premium,special,index,default,zh_cn,zh_sg,zh_tw,en_short,en_full,ja,ru
4077860656,0,7,2,3,1,0,0,PGSB207,Prinz_Heinrich,海因里希亲王,海因里希亲王,P. Heinrich,P. Heinrich,Prinz Heinrich,P. Heinrich,P. Heinrich
4181603536,0,8,4,8,1,0,0,PZSD108,Hsien_Yang,久安,咸阳,咸陽,Hsienyang,Hsienyang,Hsienyang,Hsienyang
3659445712,0,6,3,5,3,1,0,PRSC606,Admiral_Makarov,马卡罗夫海军上将,马卡罗夫海军上将,Makarov,Makarov,Admiral Makarov,Makarov,Макаров
4074158064,0,10,5,1,1,0,0,PASS210,Balao,白鱼,巴劳鱵,Balao,Balao,Balao,Balao,Balao
4276041424,0,10,2,2,1,0,0,PJSB018,Yamato_1944,鲸,大和,Yamato,Yamato,Yamato,大和,Yamato
4185831152,0,4,3,7,1,0,0,PISC104,Alberto_da_Giussano,朱桑诺,阿尔贝托·迪·朱桑诺,Giussano,Giussano,Alberto di Giussano,Giussano,Giussano
4186879440,0,3,3,5,1,0,0,PRSC103,Bogatyr,博加特里,博加特里,Bogatyr,Bogatyr,Bogatyr,Bogatyr,Богатырь
4181669328,0,8,2,5,1,0,0,PRSB108,Vladivostok,符拉迪沃斯托克,符拉迪沃斯托克,Vladivostok,Vladivostok,Vladivostok,Vladivostok,Владивосток
3531519792,0,8,3,3,3,1,0,PGSC728,Wiesbaden,威斯巴登,威斯巴登,Wiesbaden,Wiesbaden,Wiesbaden,Wiesbaden,Wiesbaden
4269684432,0,3,4,2,1,0,0,PJSD024,Wakatake_1923,菖,若竹,Wakatake,Wakatake,Wakatake,若竹,Wakatake
4264441840,0,7,4,1,2,1,0,PASD029,Sims_1941,西姆斯,西姆斯,Sims,Sims,Sims,Sims,Sims
3655251952,0,10,3,1,4,0,1,PASC610,Puerto_Rico,波多黎各,波多黎各,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico,Puerto Rico
4181702640,0,8,1,1,1,0,0,PASA108,Lexington,列克星敦,列克星敦,Lexington,Lexington,Lexington,Lexington,Lexington
3541972944,0,8,4,4,2,1,0,PBSD718,Eskimo,爱斯基摩,爱斯基摩人,Eskimo,Eskimo,Eskimo,Eskimo,Eskimo
3732879312,0,6,2,4,3,1,0,PBSB536,Black_Repulse,反击 (黑),反击 B,Repulse B,Repulse B,Repulse B,Repulse B,Repulse B
4184782640,0,5,3,3,1,0,0,PGSC105,Konigsberg,柯尼斯堡,柯尼斯堡,Königsberg,Königsberg,Königsberg,Königsberg,Königsberg
4179572528,0,10,2,3,2,0,1,PGSB110,Grossdeutschland,大选帝侯,大选帝侯,G. Kurfürst,G. Kurfürst,Grosser Kurfürst,G. Kurfürst,G. Kurfürst
3764303216,0,6,3,11,2,1,0,PUSC506,Perth_1942,珀斯,珀斯,Perth,Perth,Perth,Perth,Perth
3539907792,0,10,3,8,,0,1,PZSC720,Zhuge_Liang,诸葛巧思,诸葛巧思,諸葛巧思,Zhuge Liang,Zhuge Liang,Zhuge Liang,Zhuge Liang
4182685008,0,7,3,12,1,0,0,PVSC107,Coronel_Bolognesi,博洛涅西上校,博洛涅西上校,Cnel. Bolognesi,Cnel. Bolognesi,Coronel Bolognesi,Cnel. Bolognesi,Cnel. Bolognesi
4293801424,0,5,4,5,4,1,0,PRSD001,Gremyashchy_1942,轰鸣,轰鸣,Gremyashchy,Gremyashchy,Gremyashchy,Gremyashchy,Гремящий
3751720400,0,7,3,5,2,1,0,PRSC518,Lazo,拉佐,拉佐,Lazo,Lazo,Lazo,Lazo,Лазо
3762173936,0,8,4,1,2,1,0,PASD508,Kidd,基德,基德,Kidd,Kidd,Kidd,Kidd,Kidd
4293834736,0,1,3,1,1,0,0,PASC001,Erie_1936,伊利湖,伊利,Erie,Erie,Erie,Erie,Erie
4288624624,0,5,2,1,1,0,0,PASB006,New_York_1934,纽约,纽约,New York,New York,New York,New York,New York
4074649424,0,10,4,6,2,0,1,PFSD210,Marceau,玛索,玛索,Marceau,Marceau,Marceau,Marceau,Marceau
3655218960,0,10,4,10,2,0,1,PHSD610,Tromp,特隆普,特龙普,Tromp,Tromp,Tromp,Tromp,Tromp
4180555728,0,9,4,4,1,0,0,PBSD109,Jutland,日德兰,日德兰,Jutland,Jutland,Jutland,Jutland,Jutland
3767482320,0,3,2,4,3,1,0,PBSB503,Dreadnought,无畏,无畏,Dreadnought,Dreadnought,Dreadnought,Dreadnought,Dreadnought
3762272208,0,8,1,4,2,1,0,PBSA508,Indomitable,不挠,不挠,Indomitable,Indomitable,Indomitable,Indomitable,Indomitable
4079957808,0,5,2,3,1,0,0,PGSB205,Derfflinger,德芙林格,德弗林格尔,Derfflinger,Derfflinger,Derfflinger,Derfflinger,Derfflinger
4183700688,0,6,4,8,1,0,0,PZSD106,Fu_Shun,顺安,抚顺,Fushun,Fushun,Fushun,Fushun,Fushun
4076255216,0,8,5,1,1,0,0,PASS208,Salmon,鲑鱼,鲑鱼,Salmon,Salmon,Salmon,Salmon,Salmon
3540989264,0,9,2,12,3,1,0,PVSB719,Valparaiso,瓦尔帕莱索,瓦尔帕莱索,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso
4188976592,0,1,3,5,1,0,0,PRSC101,Orlan,海雕,海雕,Orlan,Orlan,Orlan,Orlan,Орлан
4183766480,0,6,2,5,1,0,0,PRSB106,Izmail,伊兹梅尔,伊兹梅尔,Izmail,Izmail,Izmail,Izmail,Измаил
4281219056,0,10,4,1,1,0,0,PASD013,Gearing_1945,基林,基林,Gearing,Gearing,Gearing,Gearing,Gearing
3667801808,0,8,4,2,3,1,0,PJSD598,Black_Asashio,柊 (黑),朝潮 B,Asashio B,Asashio B,Asashio B,朝潮 B,Asashio B
4079957968,0,5,2,4,1,0,0,PBSB205,Tiger,虎级,虎,Tiger,Tiger,Tiger,Tiger,Tiger
3741300688,0,8,1,4,3,1,0,PBSA528,Colossus,巨像,巨像,Colossus,Colossus,Colossus,Colossus,Colossus
4183799792,0,6,1,1,1,0,0,PASA106,Ranger,突击者,突击者,Ranger,Ranger,Ranger,Ranger,Ranger
3761157904,0,9,3,10,3,1,0,PHSC509,Van_Speijk,范·斯佩克,范·斯佩克,Van Speijk,Van Speijk,Van Speijk,Van Speijk,Van Speijk
3763287888,0,7,2,6,2,1,0,PFSB507,Strasbourg,斯特拉斯堡,斯特拉斯堡,Strasbourg,Strasbourg,Strasbourg,Strasbourg,Strasbourg
3540957136,0,9,3,4,,1,0,PBSC719,Aberdeen,阿伯丁,阿伯丁,Aberdeen,Aberdeen,Aberdeen,Aberdeen,Aberdeen
4075730896,0,9,3,4,1,0,0,PBSC209,Drake,德雷克,德雷克,Drake,Drake,Drake,Drake,Drake
3542005552,0,8,3,3,3,1,0,PGSC718,Warhammer_Blacktemplar,多恩十字,Cross of Dorn,Cross of Dorn,Cross of Dorn,Cross of Dorn,Cross of Dorn,Cross of Dorn
3655218992,0,10,4,3,3,0,1,PGSD610,Z_42,Z-42,Z-42,Z-42,Z-42,Z-42,Z-42,Z-42
4186879792,0,3,3,3,1,0,0,PGSC103,Kolberg,科尔贝格,科尔贝格,Kolberg,Kolberg,Kolberg,Kolberg,Kolberg
4181669680,0,8,2,3,1,0,0,PGSB108,Bismarck,俾斯麦,俾斯麦,Bismarck,Bismarck,Bismarck,Bismarck,Bismarck
4292851696,1,5,1,1,1,0,1,PASA002,Bogue_1942,博格,博格（旧）,Bogue (old),Bogue (old),Bogue (< 23.01.2019),Bogue (old),Bogue (old)
3542004944,0,8,3,8,,1,0,PZSC718,Narai,那莱,那莱,Narai,Narai,Narai,Narai,Narai
3540989680,0,9,2,7,,1,0,PISB719,Olympian_Giuseppe_Verdi,后百夫长,副百夫长,Pilus Posterior,Pilus Posterior,Pilus Posterior,Pilus Posterior,Pilus Posterior
4184782160,0,5,3,12,1,0,0,PVSC105,La_Argentina,阿根廷,阿根廷,La Argentina,La Argentina,La Argentina,La Argentina,La Argentina
4283348976,0,11,3,1,2,0,0,PASC011,Jacksonville,杰克逊维尔,杰克逊维尔,Jacksonville,Jacksonville,Jacksonville,Jacksonville,Jacksonville
3764271088,0,6,4,1,2,1,0,PASD506,Monaghan,莫纳根,莫纳汉,Monaghan,Monaghan,Monaghan,Monaghan,Monaghan
3445503824,0,10,4,6,2,0,1,PFSD810,Colorful_Kleber,克莱贝尔 炫彩,克莱贝尔 CLR,Kléber CLR,Kléber CLR,Kléber CLR,Kléber CLR,Kléber CLR
4290721776,0,4,2,1,1,0,0,PASB004,Arkansas_1912,怀俄明,怀俄明,Wyoming,Wyoming,Wyoming,Wyoming,Wyoming
4278073168,0,6,4,6,1,0,0,PFSD016,Duchaffault,杜沙福,杜沙福,Duchaffault,Duchaffault,Duchaffault,Duchaffault,Duchaffault
3340646192,0,10,4,3,,0,1,PGSD910,East_Z_52,东方,沙尔奇,Sharqi,Sharqi,Sharqi,Sharqi,Sharqi
4181112816,1,8,5,1,1,0,1,PASS108,Salmon,鲑鱼 (旧),鲑鱼 (old),Salmon (old),Salmon (old),Salmon (< 04.10.2022),Salmon (old),Salmon (old)
4182652880,0,7,4,4,1,0,0,PBSD107,Jervis,杰维斯,杰维斯,Jervis,Jervis,Jervis,Jervis,Jervis
3543577808,0,6,5,8,2,1,0,PZSS716,Xing_Zhong_Guo_14,先驱04,新中国14,Xin Zhong Guo 14,Xin Zhong Guo 14,Xin Zhong Guo 14,Xin Zhong Guo 14,Xin Zhong Guo 14
3751720752,0,8,3,3,2,1,0,PGSC518,Mainz,美因茨,美因茨,Mainz,Mainz,Mainz,Mainz,Mainz
4082054960,0,3,2,3,1,0,0,PGSB203,Von_der_Tann,冯·德·坦恩,冯·德·坦恩,Von der Tann,Von der Tann,Von der Tann,Von der Tann,Von der Tann
4185797840,0,4,4,8,1,0,0,PZSD104,Shen_Yang,沈安,沈阳,瀋陽,Shenyang,Shenyang,Shenyang,Shenyang
4180587728,0,9,3,8,1,0,0,PZSC109,Sejong,世宗,世宗,Sejong,Sejong,Sejong,Sejong,Sejong
4078352368,0,6,5,1,1,0,0,PASS206,Cachalot,抹香鲸,抹香鲸,Cachalot,Cachalot,Cachalot,Cachalot,Cachalot
4077794768,0,7,4,5,1,0,0,PRSD207,Minsk,明斯克,明斯克,Minsk,Minsk,Minsk,Minsk,Минск
4076779504,0,8,3,1,1,0,0,PASC208,Cleveland,克利夫兰,克利夫兰,Cleveland,Cleveland,Cleveland,Cleveland,Cleveland
3743364816,0,6,2,2,2,1,0,PJSB526,Ise,鳌,伊势,Ise,Ise,Ise,伊勢,Ise
4185863632,0,4,2,5,1,0,0,PRSB104,Gangut,甘古特,甘古特,Gangut,Gangut,Gangut,Gangut,Гангут
4180621040,0,9,2,7,1,0,0,PISB109,Lepanto,勒班陀,勒班陀,Lepanto,Lepanto,Lepanto,Lepanto,Lepanto
4186879312,0,3,3,12,1,0,0,PVSC103,Vicente_Guerrero,比森特·格雷罗,维森特·格雷罗,V. Guerrero,V. Guerrero,Vicente Guerrero,V. Guerrero,V. Guerrero
3669898960,0,6,4,2,3,1,0,PJSD596,Black_Shinonome,茜 （黑）,东云 B,Shinonome B,Shinonome B,Shinonome B,東雲 B,Shinonome B
3530471120,0,9,3,2,4,1,0,PJSC729,GW_Chikuma_2_Hyb,獴 (金),金色筑摩 II,Chikuma II G,Chikuma II G,Chikuma II Golden,筑摩 II G,Chikuma II G
3763255280,0,7,3,1,2,1,0,PASC507,Indianapolis_1945,印第安纳波利斯,印第安纳波利斯,Indianapolis,Indianapolis,Indianapolis,Indianapolis,Indianapolis
4077828048,0,7,3,4,1,0,0,PBSC207,Surrey,萨里,萨里,Surrey,Surrey,Surrey,Surrey,Surrey
4282333168,0,8,2,1,1,0,0,PASB012,North_Carolina_1945,北卡罗来纳,北卡罗来纳,N. Carolina,N. Carolina,North Carolina,N. Carolina,N. Carolina
3667899856,0,8,1,5,2,1,0,PRSA598,Black_Chkalov,契卡洛夫 （黑）,契卡洛夫 B,Chkalov B,Chkalov B,Chkalov B,Chkalov B,Чкалов B
4183766832,0,6,2,3,1,0,0,PGSB106,Bayern,巴伐利亚,巴伐利亚,Bayern,Bayern,Bayern,Bayern,Bayern
4183766768,0,6,2,7,1,0,0,PISB106,Andrea_Doria,安德烈亚·多里亚,安德烈亚·多里亚,Andrea Doria,Andrea Doria,Andrea Doria,Andrea Doria,Andrea Doria
3763287408,0,7,2,11,2,1,0,PUSB507,Yukon,育空,育空,Yukon,Yukon,Yukon,Yukon,Yukon
3342775504,0,8,3,8,,1,0,PZSC908,Pinata_Irian,水表船,皮纳塔提安,Piñatian,Piñatian,Piñatian,Piñatian,Piñatian
3739137488,0,10,3,5,3,0,1,PRSC530,Black_Smolensk,斯摩棱斯克 (黑),斯摩棱斯克 B,Smolensk B,Smolensk B,Smolensk B,Smolensk B,Смоленск B
4074681808,0,10,3,5,1,0,0,PRSC210,Pr_84_Alexander_Nevsky,亚历山大·涅夫斯基,亚历山大·涅夫斯基,A. Nevsky,A. Nevsky,Alexander Nevsky,A. Nevsky,А. Невский
4292785616,0,2,3,5,2,1,0,PRSC002,Diana_1905,狄安娜,狄安娜,Diana,Diana,Diana,Diana,Диана
3750672112,0,9,3,7,4,1,0,PISC519,Michelangelo,米开朗基罗,米开朗基罗,Michelangelo,Michelangelo,Michelangelo,Michelangelo,Michelangelo
3342808816,0,8,2,7,,1,0,PISB908,FBO_Roma,尼禄,永恒罗马,Roma Aeterna,Roma Aeterna,Roma Aeterna,Roma Aeterna,Roma Aeterna
4183734256,0,6,3,1,1,0,0,PASC106,Pensacola_1944,彭萨科拉,彭萨科拉,Pensacola,Pensacola,Pensacola,Pensacola,Pensacola
3540956880,0,9,3,2,3,1,0,PJSC719,Chikuma_2_Hyb,獴,筑摩 II,Chikuma II,Chikuma II,Chikuma II,筑摩 II,Chikuma II
4074649392,0,10,4,3,1,0,0,PGSD210,Elbing,埃尔宾,埃尔宾,Elbing,Elbing,Elbing,Elbing,Elbing
3761190608,0,9,2,2,4,1,0,PJSB509,Musashi,鲲,武藏,Musashi,Musashi,Musashi,武蔵,Musashi
3730782000,0,8,2,3,2,1,0,PGSB538,Black_Brandenburg,勃兰登堡 (黑),勃兰登堡 B,Brandenburg B,Brandenburg B,Brandenburg B,Brandenburg B,Brandenburg B
3541972816,0,8,4,6,,1,0,PFSD718,Hoche,奥什,奥什,Hoche,Hoche,Hoche,Hoche,Hoche
4183701456,0,6,4,4,1,0,0,PBSD106,Icarus,伊卡洛斯,伊卡洛斯,Icarus,Icarus,Icarus,Icarus,Icarus
4184750032,0,5,4,4,1,0,0,PBSD105,Acasta,阿卡司塔,阿卡斯塔,Acasta,Acasta,Acasta,Acasta,Acasta
4179539920,0,10,3,4,1,0,0,PBSC110,Minotaur,米诺陶,米诺陶,Minotaur,Minotaur,Minotaur,Minotaur,Minotaur
3361617616,0,10,4,2,3,0,1,PJSD890,AZUR_Shimakaze,AL 芒,AL 岛风,AL Shimakaze,AL Shimakaze,AL Shimakaze,AL 島風,AL Shimakaze
3753817904,0,6,3,3,3,1,0,PGSC516,Leipzig,莱比锡,莱比锡,Leipzig,Leipzig,Leipzig,Leipzig,Leipzig
3340744496,0,10,1,3,,0,1,PGSA910,Pinata_Richthofen,彩男爵,苏斯霍芬,Süsshofen,Süsshofen,Süsshofen,Süsshofen,Süsshofen
4187894992,0,2,4,8,1,0,0,PZSD102,Long_Jiang,龙江,龙江,龍江,Longjiang,Longjiang,Longjiang,Longjiang
4182684880,0,7,3,8,1,0,0,PZSC107,Chumphon,春蓬,春蓬,Chumphon,Chumphon,Chumphon,Chumphon,Chumphon
4184815056,0,5,2,5,1,0,0,PRSB105,Pyotr_Velikiy,彼得大帝,彼得大帝,Pyotr Velikiy,Pyotr Velikiy,Pyotr Velikiy,Pyotr Velikiy,Пётр Великий
3540923696,0,9,4,9,,1,0,PWSD719,Blyskawica_1952,闪电 '52,闪电 52,Blyskawica '52,Błyskawica '52,Błyskawica '52,Blyskawica '52,Błyskawica '52
4187928304,0,2,3,7,1,0,0,PISC102,Nino_Bixio,尼诺·比西奥,尼诺·比西奥,Nino Bixio,Nino Bixio,Nino Bixio,Nino Bixio,Nino Bixio
4182718192,0,7,2,7,1,0,0,PISB107,Francesco_Caracciolo,弗朗切斯科·卡拉乔洛,弗朗切斯科·卡拉乔洛,F. Caracciolo,F. Caracciolo,Francesco Caracciolo,F. Caracciolo,F. Caracciolo
4074649296,0,10,4,2,1,0,0,PJSD210,Harugumo,葫,春云,Harugumo,Harugumo,Harugumo,春雲,Harugumo
3331241680,0,8,3,2,1,0,1,PJSC919,Tone_Third,猑3,利根3,Tone 3,Tone 3,Tone 3,利根 3,Tone 3
4290689008,0,3,3,1,1,0,0,PASC004,St_Louis_1906,圣路易斯,圣路易斯,St. Louis,St. Louis,St. Louis,St. Louis,St. Louis
4185798608,0,4,4,4,1,0,0,PBSD104,Wakeful,清醒,清醒,Wakeful,Wakeful,Wakeful,Wakeful,Wakeful
4076811984,0,8,2,2,1,0,0,PJSB208,Yumihari,鲶,弓张,Yumihari,Yumihari,Yumihari,弓張,Yumihari
4079925200,0,5,3,4,1,0,0,PBSC205,Hawkins,霍金斯,霍金斯,Hawkins,Hawkins,Hawkins,Hawkins,Hawkins
4074715088,0,10,2,4,1,0,0,PBSB210,St_Vincent,圣文森特,圣文森特,St. Vincent,St. Vincent,St. Vincent,St. Vincent,St. Vincent
4185863984,0,4,2,3,1,0,0,PGSB104,Kaiser,凯撒,凯撒,Kaiser,Kaiser,Kaiser,Kaiser,Kaiser
4276008656,0,8,3,2,2,1,0,PJSC018,Tone,貂,利根,Tone,Tone,Tone,利根,Tone
4185798384,0,4,4,7,1,0,0,PISD104,Turbine,旋风,图尔比内,Turbine,Turbine,Turbine,Turbine,Turbine
3540989136,0,9,2,8,,1,0,PZSB719,Yimeng,东沂,沂蒙,Yimeng,Yimeng,Yimeng,Yimeng,Yimeng
4181702096,0,8,1,5,1,0,0,PRSA108,Pobeda,胜利,胜利,Pobeda,Pobeda,Pobeda,Pobeda,Победа
3540989360,0,9,2,13,3,1,0,PSSB719,Victoria,维多利亚,维多利亚,Victoria,Victoria,Victoria,Victoria,Victoria
4188976464,0,1,3,12,1,0,0,PVSC101,Hercules,大力神,赫丘利,Hércules,Hércules,Hércules,Hércules,Hércules
3763221968,0,7,4,5,2,1,0,PRSD507,Leningrad_1944,列宁格勒,列宁格勒,Leningrad,Leningrad,Leningrad,Leningrad,Ленинград
3752769264,0,7,3,7,3,1,0,PISC517,Francesco_Ferruccio,F. 费鲁奇奥,弗朗切斯科·费鲁乔,F. Ferruccio,F. Ferruccio,Francesco Ferruccio,F. Ferruccio,F. Ferruccio
4075697456,0,9,4,9,1,0,0,PWSD209,Lambros_Katsonis,兰布罗斯·卡措尼斯,兰布罗斯·卡措尼斯,L. Katsonis,L. Katsonis,Lambros Katsonis,L. Katsonis,L. Katsonis
3750672368,0,9,3,1,2,1,0,PASC519,Tulsa,塔尔萨,塔尔萨,Tulsa,Tulsa,Tulsa,Tulsa,Tulsa
3768465392,0,2,4,1,2,1,0,PASD502,Smith,史密斯,史密斯,Smith,Smith,Smith,Smith,Smith
3763287760,0,7,2,2,2,1,0,PJSB507,Ashitaka,鲔,爱鹰,Ashitaka,Ashitaka,Ashitaka,愛鷹,Ashitaka
4180588496,0,9,3,4,1,0,0,PBSC109,Neptune,涅普顿,涅普顿,Neptune,Neptune,Neptune,Neptune,Neptune
4182685424,0,7,3,7,1,0,0,PISC107,Zara,扎拉,扎拉,Zara,Zara,Zara,Zara,Zara
4075730768,0,9,3,6,1,0,0,PFSC209,Brest,布雷斯特,布雷斯特,Brest,Brest,Brest,Brest,Brest
4186847184,0,3,4,4,1,0,0,PBSD103,Valkyrie,瓦尔基里,女武神,Valkyrie,Valkyrie,Valkyrie,Valkyrie,Valkyrie
4181637072,0,8,3,4,1,0,0,PBSC108,Edinburgh,爱丁堡,爱丁堡,Edinburgh,Edinburgh,Edinburgh,Edinburgh,Edinburgh
3554588464,0,6,3,3,3,1,0,PGSC706,HSF_Graf_Spee,HSF施佩伯爵,HSF 海军上将施佩伯爵,HSF Graf Spee,HSF Graf Spee,HSF Admiral Graf Spee,HSF Graf Spee,HSF Graf Spee
4274959728,0,9,3,11,1,0,0,PUSC019,Encounter,遭遇,遭遇,Encounter,Encounter,Encounter,Encounter,Encounter
4187928400,0,2,3,6,1,0,0,PFSC102,Jurien,尤里安,尤里安-格拉维,Jurien,Jurien,Jurien de la Gravière,Jurien,Jurien
4184782032,0,5,3,8,1,0,0,PZSC105,Chung_King,巴海,重庆,重慶,Chungking,Chungking,Chungking,Chungking
3552490832,0,8,3,12,,1,0,PVSC708,Comandante_Aguirre,阿吉雷司令,阿吉雷,C. Aguirre,C. Aguirre,Comandante Aguirre,C. Aguirre,C. Aguirre
3532568272,0,7,3,2,3,1,0,PJSC727,Blue_Dragon,昆仑,东方神龙,E. Dragon,E. Dragon,Eastern Dragon,E. Dragon,E. Dragon
4277057520,1,9,3,1,1,0,1,PASC017,Baltimore_1944,巴尔的摩,巴尔的摩（旧）,Baltimore (old),Baltimore (old),Baltimore (< 31.05.2018),Baltimore (old),Baltimore (old)
4184815344,0,5,2,7,1,0,0,PISB105,Conte_di_Cavour,加富尔伯爵,加富尔伯爵,Cavour,Cavour,Conte di Cavour,Cavour,Cavour
3540923600,0,9,4,8,3,1,0,PZSD719,Nanning,邕安,南宁,Nanning,Nanning,Nanning,Nanning,Nanning
3765384944,0,5,2,7,4,1,0,PISB505,Giulio_Cesare,朱利奥·恺撒,尤里乌斯-恺撒,Giulio Cesare,Giulio Cesare,Giulio Cesare,Giulio Cesare,Giulio Cesare
3550394160,0,10,3,3,4,0,1,PGSC710,Hildebrand,希尔德布兰德,希尔德布兰德,Hildebrand,Hildebrand,Hildebrand,Hildebrand,Hildebrand
3668850672,0,7,4,1,2,1,0,PASD597,Black_Sims,西姆斯 (黑),西姆斯 B,Sims B,Sims B,Sims B,Sims B,Sims B
3730749424,0,8,3,1,2,1,0,PASC538,Rochester,罗切斯特,罗彻斯特,Rochester,Rochester,Rochester,Rochester,Rochester
4181669840,0,8,2,4,1,0,0,PBSB108,Monarch,君主,君主,Monarch,Monarch,Monarch,Monarch,Monarch
4182652752,0,7,4,6,1,0,0,PFSD107,Vauquelin,沃克兰,沃克兰,Vauquelin,Vauquelin,Vauquelin,Vauquelin,Vauquelin
3762239216,0,8,2,7,2,1,0,PISB508,Roma,罗马,罗马,Roma,Roma,Roma,Roma,Roma
4179015120,0,10,5,5,1,0,0,PRSS110,K_type,K-1,K-1,K-1,K-1,K-1,K-1,К-1
4076812240,0,8,2,4,1,0,0,PBSB208,Hawke,霍克,霍克,Hawke,Hawke,Hawke,Hawke,Hawke
3741267760,0,8,2,3,2,1,0,PGSB528,Anhalt,安哈尔特,安哈尔特,Anhalt,Anhalt,Anhalt,Anhalt,Anhalt
4181604048,0,8,4,2,1,0,0,PJSD108,Akizuki,杏,秋月,Akizuki,Akizuki,Akizuki,秋月,Akizuki
3341759696,0,9,2,8,,1,0,PZSB909,Xuan_Ming,玄冥,Xuan Ming,Xuan Ming,Xuan Ming,Xuan Ming,Xuan Ming,Xuan Ming
4276008720,0,8,3,10,1,0,0,PHSC018,Jaarsveld,贾斯维尔德,贾斯维尔德,Jaarsveld,Jaarsveld,Jaarsveld,Jaarsveld,Jaarsveld
4187895536,0,2,4,7,1,0,0,PISD102,Curtatone,库尔塔托内,库尔塔托内,Curtatone,Curtatone,Curtatone,Curtatone,Curtatone
3765319120,0,5,4,5,2,1,0,PRSD505,Okhotnik_1917,猎人,猎人,Okhotnik,Okhotnik,Okhotnik,Okhotnik,Охотник
3760109008,0,10,3,5,3,0,1,PRSC510,Stalingrad,斯大林格勒,斯大林格勒,Stalingrad,Stalingrad,Stalingrad,Stalingrad,Сталинград
3553539824,0,7,3,7,,1,0,PISC707,Olympian_Francesco_Ferruccio,百夫长副手,副官,Optio,Optio,Optio,Optio,Optio
4077794608,0,7,4,9,1,0,0,PWSD207,Grom,雷鸣,雷霆,Grom,Grom,Grom,Grom,Grom
4287542992,0,6,3,2,1,0,0,PJSC007,Aoba_1943,犹,青叶,Aoba,Aoba,Aoba,青葉,Aoba
4178458320,0,11,4,2,2,0,0,PJSD111,Yamagiri,苽,山雾,Yamagiri,Yamagiri,Yamagiri,山霧,Yamagiri
3765352432,0,5,3,1,3,1,0,PASC505,Rattlehead,Rattlehead,受害骷髅,Rattlehead,Rattlehead,Rattlehead,Rattlehead,Rattlehead
4178556880,0,11,1,4,2,0,0,PBSA111,Eagle,老鹰,老鹰,Eagle,Eagle,Eagle,Eagle,Eagle
4284364624,0,10,4,6,1,0,0,PFSD010,Cassard,卡萨尔,卡萨尔,Cassard,Cassard,Cassard,Cassard,Cassard
3669964624,0,6,2,6,2,1,0,PFSB596,Black_Dunkerque,敦刻尔克 (黑),敦刻尔克 B,Dunkerque B,Dunkerque B,Dunkerque B,Dunkerque B,Dunkerque B
3545183952,0,5,2,2,3,1,0,PJSB715,HSF_Hiei,HSF比睿,HSF比叡,HSF Hiei,HSF Hiei,HSF Hiei,HSF 比叡,HSF Hiei
3445536720,0,10,3,4,4,0,1,PBSC810,Defence,防御,防卫,Defence,Defence,Defence,Defence,Defence
4178524112,0,11,2,4,2,0,0,PBSB111,Devastation,蹂躏,毁灭,Devastation,Devastation,Devastation,Devastation,Devastation
3752802096,0,7,2,3,3,1,0,PGSB517,AZUR_Prinz_Heinrich,AL 海因里希亲王,AL 海因里希亲王,AL P. Heinrich,AL P. Heinrich,AL Prinz Heinrich,AL P. Heinrich,AL P. Heinrich
4277056880,0,7,3,11,1,0,0,PUSC017,Uganda,乌干达,乌干达,Uganda,Uganda,Uganda,Uganda,Uganda
3540989392,0,9,2,5,2,1,0,PRSB719,Zarya_Svobody,自由曙光,自由曙光,Zarya S,Zarya S,Zarya Svobody,Zarya S,Заря С
4267685872,0,6,1,1,1,0,0,PASA026,Independence,独立,独立,Independence,Independence,Independence,Independence,Independence
3340679152,0,10,3,1,,0,1,PASC910,Black_Puerto_Rico,波多黎各 (黑),波多黎各 B,Puerto Rico B,Puerto Rico B,Puerto Rico B,Puerto Rico B,Puerto Rico B
3864933840,0,10,4,5,1,0,0,PRSD410,Delny,干练,德尔尼,Delny,Delny,Delny,Delny,Дельный
4179506480,0,10,4,9,1,0,0,PWSD110,Halland,哈兰,哈兰,Halland,Halland,Halland,Halland,Halland
3766433072,0,5,2,9,2,1,0,PWSB504,Viribus_Unitis,联合力量,联合力量,Viribus Unitis,Viribus Unitis,Viribus Unitis,Viribus Unitis,Viribus Unitis
4280170192,0,2,4,2,3,1,0,PJSD014,Tachibana_1912_Asus,枳（L）,橘 Lima,Tachibana L,Tachibana L,Tachibana Lima,橘 L,Tachibana L
4274927600,0,4,4,1,1,0,0,PASD019,Clemson_1920,克莱姆森,克莱姆森,Clemson,Clemson,Clemson,Clemson,Clemson
3330193392,0,10,3,1,,0,1,PASC920,Gold_Hawaii,夏威夷 (金),金色夏威夷,Hawaii G,Hawaii G,Hawaii Golden,Hawaii G,Hawaii G
4184749904,0,5,4,6,1,0,0,PFSD105,Jaguar,美洲豹,美洲豹,Jaguar,Jaguar,Jaguar,Jaguar,Jaguar
3542005456,0,8,3,2,3,1,0,PJSC718,ARP_Maya,ARP犮,ARP 摩耶,ARP Maya,ARP Maya,ARP Maya,ARP 摩耶,ARP Maya
4181112272,0,8,5,5,1,0,0,PRSS108,L20,L-20,L-20,L-20,L-20,L-20,L-20,Л-20
4078909392,0,6,2,4,1,0,0,PBSB206,Renown,声望,声望,Renown,Renown,Renown,Renown,Renown
